group_no,sentence,category
6,"उन्होंने अपने सुप्रबंध से दक्षिण प्रांतों का बलवान राज्य बना दिया और वर्ष भर के बाद बादशाह से आज्ञा लेकर वे ओरछे की तरफ़ चले  ।
",old stories
6,"कृष्णचन्द्र की बलि देकर बड़ीसेबड़ी रियासत भी उनके निगाहों में हेय थी  ।
",old stories
6,"मुहल्लेवाले उसे सदैव वृद्धा ही जानते मानो वह अनन्त के गर्भ में वृद्धा ही उत्पन्न होकर एक अनन्त अचिन्त्य काल के लिए अमर हो गयी थी  ।
",novels
6,"अब उसने वहीं रहकर और अधिक काम बढ़ाने की सोची  ।
",novels
6,"मालिक हाँ इसी तरह बातचीत करते चलें तो मन ठीक हो जाएगा  ।
",novels
6,"उम्र के कितने बरस यूँ ही बिता दिए इसी एक आस में कि अब कुछ हुआ  ,  अब कुछ होगा  ।
",novels
6,"हाँ लालबहादुर को जरा हैंडल विद केयर कहीं जल्दबाजी में आप लोग उसका इंजन न तोड़ डालिएगा  ।
",novels
6,"शहर में पढ़ी-लिखी पीढ़ी उस सभ्‍य संस्‍कृति से कोसों दूर है  ।
",novels
6,"पिछले कुछ दिनों से सारा दिमाग बदजायका हो गया था  ।
",novels
6,"दोपहर के समय वह छतरी बँगले के चपरासियों और मालियों के लिए पनाहगार बन जाती थी ।
",novels
6,"बप्पा आवे तो कहना कि अपने उड़नजहाज पर चढ़ कर नाच देख आएँ मुझे नाच देखने का सौख नहीं मुझे जगैयो मत कोई मेरा माथा दुख रहा है  ।
",novels
6,"जो असमर्थ पागल और फौजी नहीं थे वे भी हँसने लगे  ।
",novels
6,"थोड़ी देर में आँख अँधेरे की अभ्यस्त हुई तो मेज पर पड़ा माउस भी नजर आया ।
",novels
6,"हम तुम उसके बाढ़ की कोड़े की मार सालभर सहलाते रहते हैं  ।
",novels
6,"मेरे मन में भी इसी तरह की सेवा की इच्छा बहुत दिनों से है पर जितना सोचती हूँ उतना कर नहीं सकती  ।
",novels
6,"ताँबे का लोटा बहुत दिनों तक संदूक में बंद हो या उपयोग में न लाया जा रहा हो तो उस पर एक हल्की हरी परत चढ़ जाती है  ।
",novels
6,"और यदि उस समय भी अर्थाभाव से शमशेरा की माँ रोटी न पकाए रहती तो वह रुपये न तुड़ाता  ।
",novels
6,"उनके डिजाइन किए हुए लिबास को राष्ट्रीय पोशाक की तौर पर बढ़ावा दिया गया और 50 व 60 के दशकों में इसका चलन कमोबेश पूरे देश में देखने को मिला ।
",news
6,"वहीं स्‍पॉट फिक्सिंग के आरोप में गिरफ्तार बिन्दु दारा सिंह को अदालत ने 28 मई तक पुलिस हिरासत में भेज दिया है ।
",news
6,"गुड़गांव में दिहाड़ी मजदूर के तौर पर काम कर रहा अकीब का छोटा भाई जब तक अस्पताल पहुंचा तब तक सबकुछ खत्म हो चुका था  ।
",news
6,"गांधी तीन दिवसीय यात्रा पर अपने निर्वाचन क्षेत्र में पार्टी कार्यकर्ताओं से मुलाकात कर रही हैं  ।
",news
6,"इस शानदार ड्रेस को जाने माने ड्रैस डिज़ाईनर मनीष मल्होत्रा ने तैयार किया था  ।
",news
6,"पर बच्चों को यह किसी फंतासी और जादू से नहीं जोड़ती बल्कि एक संवाद के सहारे यह सिखाने की कोशिश भी करती है कि जिंदगी मैजिक नहीं होती  ।
",news
6,"लेकिन देखा जाए तो डूडल के मामले में व्यापारिक कला का एक व्यवहारिक पहलु भी होता है  ।
",news
6,"सर्विस पब्लिक रिलेशंस के एक प्रवक्ता ने कहा कि यह खबर आधारहीन है कि पाकिस्तानी सेना का गठबंधन फौज के साथ गुप्त समझौता हो चुका है  ।
",news
6,"पुरंदरे कहते हैं फ़िल्म का उद्देश्य यह दिखाना हो सकता है कि बाल ठाकरे मुसलमानों के ख़िलाफ़ नहीं थे ।
",news
6,"आज से लगभग तीन हजार वर्ष पूर्व महात्मा बुद्ध ने इस सिद्घांतका प्रतिपादन किया था  ।
",news
6,"हालांकि महिलाओं में आत्मविश्वास 32 वर्ष की उम्र में चरम पर पहुंचता है जिसकी सबसे बड़ी वजह सहयोग देने वाले दोस्त और परिवार है  ।
",news
6,"पूजा के आयोजकों और इन कलाकारों की तैयारियों से साफ़ है कि इस साल पूजा भी ममता और मेसीमय होगी  ।
",news
6,"स्थानीय लोगों का कहना है कि यही दूरी कार से तय करनी हो तो सवा घंटा लग सकता है  ।
",news
6,"ब्रिटिश पत्रिका में शोध लिखने वाली टीम की प्रमुख डॉक्टर जूली पाइक का कहना है महिलाएं अगर अपने भोजन में सीधे कैल्शियम लेती रहें तो पीएचपीटी के ख़तरे को कम किया जा सकता है  ।
",news
6,"उन्होंने कहा अफ़गानों के दुश्मनों ने अपने विफल हमले से एक बार फिर साबित किया है कि वह अफ़गानिस्तान में शांति स्थिरता और विकास के खिलाफ़ हैं  ।
",news
6,"मुक्त छंद में रचित यह पूरी की पूरी कविता आत्मकथन की शैली में विन्यस्त है  ।
",vimarsh
6,"परंतु जिन्होंने रक्त की जगह पसीना भी न बहाया हो जो स्वयं निरंकुश और जिन्होंने करोड़ों भाई बहनों को गुलामी की बेड़ी में जकड़ रखा हो  ,  उन्हें हाथ पैर हिलाए और ऊँचे उठे बिना आशा भी न रखनी चाहिए कि संसार उन्हें मनुष्य भी समझेगा  ।
",vimarsh
6,"ऐसा करके उपन्यास को आधुनिक संदर्भों से जोड़ दिया है  ।
",vimarsh
6,"किंतु इसके लिए जरूरी है कि आलोचक किसी रचनाकार के एक सामान्य वक्तव्य के आधार पर उसकी कविता पर मूल्यनिर्णय देने के बजाय  ,  कवि की रचनात्मक आकांक्षा से भरपूर नैतिक विकलता को व्यक्त करने वाले शब्दों के संगीत को धैर्यपूर्वक सुनने  ।
",vimarsh
6,"पर ऐसे गीत कृष्ण कथाओं को ग्राम जीवन से जोड़ने का उपक्रम करते हैं  ।
",vimarsh
6,"खासतौर से उनसे जो सर्जनशील रचनाकार थे जैसे हिन्दी से ही उदाहरण लें तो ठाकुर जगमोहन सिंह जिनकी कथाकृति श्‍यामास्‍वप्‍न किसी भी तरह अंग्रेजी ढंग का नावेल नहीं है  ।
",vimarsh
6,"दूसरों की कृपा पर पलने वालों की यही दुर्गति होती है  ।
",vimarsh
6,"प्रेस्टीज कुकर क्यों नहीं ले आते सस्ता भी होता है और अच्छा भी  ।
",vimarsh
6,"वहाँ के पानी हवा और प्राकृतिक सौंदर्य को बस में करने के लिए सरकारी सहयोग से कंकरीट का जंगल खड़ा किया जा रहा है  ।
",vimarsh
6,"मेरे भीतर भटक रही है एक वतन बदर औरत  ,  अपने गुनाह का सबूत अपनी लिखी किताब लिए  ,  दुनिया के सबसे बड़े लोकतंत्र का नागरिक  ,  मैं  ,  उसे देख रहा हूँ सर झुकाए  ।
",vimarsh
6,"इराक उनकी परिभाषा के मुताबिक उनके साथ नहीं था उसे नेस्तनाबूद कर दिया गया  ।
",vimarsh
6,"किस्सागोई यदि रोचकता को बनाए रखती है तो पर्यवेक्षण के माध्यम से वे यथार्थ को ज्यादा विश्वसनीय तरीके से प्रस्तुत कर पाते हैं  ।
",vimarsh
6,"तास्का कालांतर में इटालियन समाजवादी पार्टी का सदस्य बना और ग्राम्शी के साथ अनेक संघर्षपूर्ण अभियानों में हिस्सा लिया  ।
",vimarsh
6,"साहित्य अकादमी पुरस्कार प्राप्त करते हुए केदारनाथ सिंह ने एक मानीखेज बात कही थी   ,  नगर केंद्रित आधुनिक सृजनशीलता और ग्रामोन्मुख जातीय चेतना के बीच जब-तब मैंने एक खास किस्म के तनाव का अनुभव किया है  ।
",vimarsh
6,"उनका कोई भी पात्र न तो कमजोर है ना ही बहुत अधिक सशक्त  ।
",vimarsh
7,"रणथम्भौर में कुएं में गिरने से भालू की मौत ,  वन विभाग के अफसरों ने मीडिया से बनाई दूरी  ।
",twitter
7,"नन्हें - नन्हें हाथों से निर्मित आकर्षक और अद्वितीय कलाकृतियों ने मन मोह लिया  ।
",twitter
7,"सांस्कृतिक वैविध्य हमारी संस्कृति का सौंदर्य है और उन वैविध्यों में आंतरिक ऐक्य इसकी अनुपम अतुल्य विशिष्टता है  ।
",twitter
7,"अनार खाएँ - त्वचा में चमक पाएँ  ।
",twitter
7,"ट्राय फॉउंडेशन द्वारा निःशुल्क दवा वितरण एवं नर्मदा सेवा  ।
",twitter
7,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter
7,"ग्रामीण युवाओं के सशक्तिकरण के लिए अब इफको लाया है   ।
",twitter
7,"कतर एयरवेज ने एयर इंडिया के अधिग्राहण से जुड़ी किसी भी बातचीत से इनकार किया  ।
",twitter
7,"जैसे सूरज की गर्मी से जलते हुए तन को मिल जाये तरुवर की छाया ऐसा ही सुख मेरे मन को मिला है मैं जबसे शरण तेरी आया , मेरे राम   ।
",twitter
7,"विवाह में विलम्ब ,  या आ रहीं हैं अड़चने ,  जानिए इसके ज्योतिषीय कारण और समाधान  ।
",twitter
7,"कौन गाँव का रहने वाला  ,  कहाँ का आदमी कहाँ गया  ,  किसी एक दिन वह आया था  ,  कोई एक दिन रहता था  ,  फिर आएगा किसी एक दिन  ,  किसी गाँव में कुछ दिन  ,  कोई भूल गया था उसको किसी ने याद किया था  ।
",baal sahitya
7,"हर इक कक्षा में अव्वल मैं  ,  भैया होता केवल पास  ,  फिर भी उस पर ही क्यूँ सबको मुझसे ज्यादा है विश्वास  ,  सब चाहें मैं घर पर बैठूँ  ,  भैया पढ़ने जाए विलायत  ।
",baal sahitya
7,"तभी एक आदमी ने टॉर्च की रोशनी फेंकनी शुरू की  ।
",baal sahitya
7,"खुश होते  ,  सपनों में खोते  ,  पंख हमारे गर दो होते  ।
",baal sahitya
7,"मेहनत और मशक्कत करके बच्चे अपने पाल रही है  ।
",baal sahitya
7,"एक एक करके दाने निकालने  ,  खाने और गाने में समय तो लगता है  ,  पर उतनी देर मुझे भूख नहीं लगती  ।
",baal sahitya
7,"गले की सूत की डोरी टुकड़े टुकड़े होकर जुड़ गई  ।
",baal sahitya
7,"भाशण का तोहफा इस रिजल्ट से मत घबड़ाना  ।
",baal sahitya
7,"सलिल सोच में पड़ गया और सर नीचा करके जमीन पर अपना पैर रगड़ने लगा  ।
",baal sahitya
7,"हाँ और जब मैं गाँव पहुँचा तो नाना खेत पर थे  ।
",baal sahitya
7,"बालू के टीले पे चढ़कर कलाबाजियाँ खाएँ  ,  हरी नीम पर झूला डालें  झूलें पेंग बढ़ाएँ  ।
",baal sahitya
7,"क्‍या तुम्‍हारे विचार में यह आता है कि जब तुम खड़े हो उन्‍हें तुम्‍हारे लिए काम करना पड़ता है यह अनुचित है  ।
",baal sahitya
7,"वास्‍तव में गोलाईदार काँच से वस्‍तुओं को देखने की शुरुआत सन 1650 में हुई  ।
",baal sahitya
7,"और एक चौथे हिस्‍से के लिए तुम्‍हें मुझसे लड़ना होगा अगर तुम इसे लेना चाहोगे  ।
",baal sahitya
7,"दौड़े भागें कूदें-फाँदें  नाचें शोर मचाएँ  ,  बचपन के हर इक लम्हे का  जमकर लुत्फ उठाएँ  ।
",baal sahitya
7,"किंतु धीरे-धीरे गान  ,  वाद्य और नृत्य  ,  तीनों का संगीत में अंतर्भाव हो गया  ।
",wikipedia
7,"यहाँ तक कि अधिक ऊपर उठने से वायु का ताप उस अंक तक पहुंच जाता है  ,  जहाँ वायु जलवाष्प धारण कर सकती है  ।
",wikipedia
7,"परम्परागत राजनीति विज्ञान  ,  दर्शन एवं कल्पना पर आधारित है  ।
",wikipedia
7,"लेकिन प्रकृति के इन्हीं आकर्षणों के भयंकर रूप धारण करने पर पर्यटन को हानि भी पहुँचती है  ।
",wikipedia
7,"सेवार्थी अपनी दुर्बलताओं - कुंठा  ,  नैराश्य  ,  हीनता  ,  असहायता एवं असंपृक्तता की भावग्रंथियों और मानसिक तनाव  ,  द्वंद्व तथा विद्वेषजनित आक्रमणात्मक मनोवृत्तियों का परित्याग कर कार्यकर्ता के साथ किस सीमा तक सहयोग करता है  ।
",wikipedia
7,"इसी प्रकार विभिन्न देशों में बसे प्रवासियों तथा धार्मिक संस्थाओं जैसे इस्कॉन या वृंदावन के बांके बिहारी मंदिर में अलग अलग प्रकार से होली के शृंगार व उत्सव मनाने की परंपरा है जिसमें अनेक समानताएँ और भिन्नताएँ हैं  ।
",wikipedia
7,"वायुमंडल में कार्बन डाइ आक्साइड की एक चादर जैसी परत बनी हैं जिसके कारण सूर्य के प्रकाश के साथ पृथ्वी पर आई इन्फ्रारेड रेडियो एक्टिव किरणें पूर्णतया वापस नहीं हो पातीं और कार्बन डाइ आक्साइड में मिल जाती हैं  ।
",wikipedia
7,"प्रौद्योगिकी ने वैज्ञानिक शोधों के लिये मार्ग बनाया है तो वैज्ञानिक जानकारियों ने नयी प्रौद्योगिकी के विकास का रास्ता साफ किया है  ।
",wikipedia
7,"कहानी का संचालन उसके पात्रों के द्वारा ही होता है तथा पात्रों के गुण-दोष को उनका चरित्र चित्रण कहा जाता है  ।
",wikipedia
7,"हालाँकि  ,  क्रिप्टोग्राफ़ी या कूट लेखन में कोड या कूट का अधिक विशिष्ट अर्थ होता है ; इसका अर्थ है सामान्य पाठ की एक इकाई का एक कूट शब्द से प्रतिस्थापन  ।
",wikipedia
7,"इस प्रकार के लेखे कम आय वाले लोगों की बचत को प्रोत्साहन देने के लिए खोले जाते हैं  ।
",wikipedia
7,"इसके बावजूद अमिताभ ने इस मुद्दे पर कुछ भी कहने से इंकार कर दिया  ।
",wikipedia
7,"अंग्रेज़ी शब्द मॉनसून पुर्तगाली शब्द monção से निकला है  ,  जिसका मूल उद्गम अरबी शब्द मॉवसिम से आया है  ।
",wikipedia
7,"कुछ जगहों पर सुबह के नाश्ते के पहले इन्हें एक भोग लगाना शुभ या सौभाग्यवर्धक माना जाता है  ।
",wikipedia
7,"इसी प्रकार अभिलेखों में पृष्ठीकरण ,  संशोधन ,  संक्षिप्तीकरण तथा छूट मांगालिक चिहों का विकास हुआ  ।
",wikipedia
7,"तो हुक्म दे दीजिए कि वह इसी वक्त छोड़ दिया जाय  ।
",old stories
7,"किंतु भाइयों की इस जनमुरीदी पर उसे क्रोध आ गया  ।
",old stories
7,"बादशाह ने मुसाहबों से कहामैं भी वहीं चलता हूँ  ।
",old stories
7,"ऐसा जान पड़ता था कि लोगों के प्राण आँखों से निकले पड़ते हैं मगर इन भागने वालों के पीछे वीर व्रतधारियों का दल था  ।
",old stories
7,"उसका खून खौलने लगा मानो उसके सिर खून सवार हो गया हो  ।
",old stories
7,"आपने एक गरीब की फूस की झोपड़ी में आग लगा दी है लेकिन मन यह स्वीकार नहीं करता कि यह केवल विनोद क्रीड़ा है  ।
",old stories
7,"पलटन के जवान भी पहुँच गये और मुझे घायल जान कर अनेक प्रकार के प्रश्न करने लगे  ।
",old stories
7,"आनंदी मैं भी एक जून उपवास कर लूँगी तो क्या हानि होगी  ।
",old stories
7,"मोटेराम मित्र तुम्हारी वाणी सुनकर मेरा तो कलेजा काँप उठा  ।
",old stories
7,"काशी से लौटते हुए मैं एक कुल की स्वामिनी बनती ; परन्तु दुर्भाग्य...!
",old stories
7,"क्या यह मुमकिन न था कि तुम मेरे हुक्म को पैरों तले कुचल देतीं  जब तुम यहाँ आ गयीं तो मैंने तुम्हें एक और मौका दिया  ।
",old stories
7,"तब से वह इसी मुहल्ले में एक कोठरी लेकर रहती थी और सारे मुहल्ले के शोहदों के लिए मनोरंजन का केन्द्र बनी हुई थी  ।
",old stories
7,"बेचन गाँठ के पैसे तुमने कभी खर्च किये हैं  ।
",old stories
7,"पड़ोसी की एक स्त्री ने आग लेने के बहाने आकर पूछा - सुना रामू बहुत बीमार हैं जो जैसी करेगा वैसा पायेगा  ।
",old stories
7,"तब तो वृद्धा सास के पेट में चूहे दौड़ने लगे  ।
",old stories
7,"राष्ट्रीय यज्ञ में कितनी ही प्यारी और मूल्यवान वस्तुओं की आहुति देनी पड़ती है  ।
",novels
7,"फिर भैया उन्हें अपनी बाँहोंमें भींचकर बेबस कर देते और वो उनके सीने से लगकर प्यासी डरी हुई चिडिया की तरह फूट-फूटकर रोने लगतीं  ।
",novels
7,"इसका ही नतीजा था कि उस टैंक के अंदर प्रेशर कुकर कासा दबाव बन गया और विस्फोट हो गया  ।
",novels
7,"वह उसके पास गया और घंटों दुलारी को समझाया कि वापस चले  ।
",novels
7,"वह तो बचा ही उस पापी ने मेरी औरत को अपने प्रेम में खाट पकड़वा दी है  ।
",novels
7,"शिव की आँखों से आग और तेजाब के आँसू बह रहे थे  ।
",novels
7,"और देश की भावी पीढ़ी भी इसे देख देख कर संस्कारित होती रहे किसी बड़ी बूढ़ी कि तरह मेरी बड़बड़ाहट अचानक मुखर हो उठी भारत तो सचमुच बहुत पिछड़ा हुआ है उसे तो यहाँ तक पहुँचने में सदियों लग जाएँगे  ।
",novels
7,"कभी किसी की सब्जी काट देता बरतन माँज देता कपड़े प्रेस करवा लाता आदि-आदि छोटे-मोटे काम करने में मजा आता साथ ही प्यार भी मिलता ही था  ।
",novels
7,"सुखिया बनिहारिन ने दालान के लंबे चौड़े फर्श को चटपट झाड़ू से बुहार दिया था  ।
",novels
7,"देर से शहतूत के पेड़ पर पिपियाता पपैया एकदम चुप लगा गया  ।
",novels
7,"उधर बूढ़ा जो शायद कभी था ही नहीं और जिसकी दाढ़ी से गीले किस्से टपकते थे कहीं बैठा हुआ अपना सिर धुनता था और काँप काँप जाता था  ।
",novels
7,"होशियार मेजबान अपने मेहमानों की व्यग्रता को पहचान रहा था  ।
",novels
7,"उसकी सफेद मीनारों से सरक कर कोहरा नीचे उतर रहा है  ।
",novels
7,"वह एक सँकरे खोह में पहुँच गई थी जिसमें पहले से कुछ उचाटपन मौजूद था  ।
",novels
7,"मानकी उस निर्जीव गुड़िया को अपने दोनों हाथों में लेकर फटीफटी आँखों से एकटक घूरती जा रही थी  ।
",novels
7,"इसमें से कोई भी अंश संपादित नहीं किया गया है  ।
",news
7,"इसके अलावा हमारी बेटी उसका कल जैसी योजनाएं भी हैं  ।
",news
7,"किताबें कापियाँ और अभ्यास पुस्तिकाओं को भी भूला जा सकता है  ।
",news
7,"अकुशल मजदूरों से अर्थव्यवस्था को खतरा  ।
",news
7,"पंडित जी ने कहा कि संसार में जिस मानव के पास सभी सुख सुविधाएं हैं  वह भी सुखी नहीं है  ।
",news
7,"यदि तुम भक्त हो  तो तुम सिर्फ बैठे नहीं रहोगे  ।
",news
7,"कभी किसी आइटम गानों में हिरोइन के घाघरे के पास खड़े होकर नचवाया जाता था या किसी फ़ाइट सीन में ड़ाल दिया जाता था  ।
",news
7,"उन्होंने बताया कि छापे के वक़्त घर में मौजूद आरिफ़ अली को पुलिस ने गिरफ़्तार कर लिया है जबकि फरमान अली की उसे तलाश है  ।
",news
7,"बाद में पुलिस ने इन कार्यकर्ताओं को वहां से उठाया और हिरासत में ले लिया गया ।
",news
7,"वहां के कुछ मूल निवासी उनके दोस्ते भी थे जो इनकी मदद करने को तैयार थे ।
",news
7,"2002 में पुरुष संबंधी कॉमिक किताबों में नकाब पहने सुपर हीरो सूराया कादिर था जो खुद को धूल में गायब कर लेता था ।
",news
7,"हालांकि चौदह पन्नों की अपनी रिपोर्ट में उन्होंने हरभजन को सजा देने संबंधी कोई सिफारिश नहीं की है  ।
",news
7,"सरकार के फ़ैसलों से नाराज़ जनता का प्रधानमंत्री पर निशाना कांग्रेस सरकार चलाने के लिए अँगरेज़ी के अक्षर एम से शुरू होने वाले चार बड़े नेताओं के भरोसे रही है  ।
",news
7,"चीन का ताजा रुख ख़ासे क्षेत्रीय तनाव के समय सामने आया है  ।
",news
7,"ब्रिटेन इसे ऐसी सूरत में इजाज़त नहीं देता जब इससे मतदाताओं को डरने का ख़तरा हो  ।
",news
7,"दक्षिण भारत के देशी ईसाइयों ने गवर्नर को अपनी सेवा अर्पित की  ।
",vimarsh
7,"आज के संदर्भ में ईमानदारी का कितना महत्व है यह किसी से छिपा नहीं हैं  ।
",vimarsh
7,"इस कहानी में संभोग को दो हथेलियों की तरह एक साथ जुड़कर एक ही छंद लय और ताल में एक ही उद्देश्य से की गई प्रार्थना कहते हुए जयश्री राय सदियों से चली आ रही साहचर्य की उसी जड़ और पितृसत्तात्मक अवधारणा को चुनौती देती हैं  ।
",vimarsh
7,"निरंतर लिखना और निरंतर पढ़ना उसकी आदत में उसके खून में रचबस गया  ।
",vimarsh
7,"सच है स्वजातीय अथवा आत्मीयजन के विश्वासघात से ही नाश होता है अन्यथा नहीं  ।
",vimarsh
7,"रामकुमार के लिए चित्रकूट में पेड़ पौधे भी एक छाया भाँति ही हैं और जैसा कि निराला जी लिखते हैं  उनका सत्य उन्हीं के पास सिमटा हुआ है  ।
",vimarsh
7,"इसीलिए भिन्‍न विचारधारा के ढाँचे में निर्मित होने के कारण भी वह जीवन लगती है और उसकी जीवंतता उसकी विचारधारा की सीमाएँ भी स्‍पष्‍ट कर देती है  ।
",vimarsh
7,"2 इस उपेक्षा के कारण गाँवों की स्थिति शहरों की अपेक्षा काफी पिछड़ी हुई थी  ।
",vimarsh
7,"मगर इस लोकप्रिय पाठ में निहित भावुकता कहानी के कुछ सूराखों को ढँक देती है  ।
",vimarsh
7,"वह सृष्टि नहीं करेगा तो पागल हो जाएगा क्या यही रहस्य था जिसका कुछ आभास सेल्मा को मिला था  कि वरण की स्वतंत्रता नहीं है लेकिन रचना फिर भी संभव है और उसमें ही मुक्ति है  ।
",vimarsh
7,"मैं ज्ञानरंजन की कहानियाँ पढ़ रही हूँ और वॉन गॉग की पेंटिंग्स की स्मृतियाँ कहानियों की प्रभावलहरियों के साथ घुलमिल कर एकमेक हो रही हैं  ।
",vimarsh
7,"दूसरे शब्दों में उसे अपने विचलन का मर्मांतक बोध हो रहा है जिससे उसे भविष्य में अपनी सक्रियताओं के दिशा निर्धारण में सहायता मिलेगी और वह फूँकफूँक कर कदम बढ़ाएगा  ।
",vimarsh
7,"मगर उनकी कलम की धार कभी की भोथरी हो चुकी है  ।
",vimarsh
7,"जब अंग्रेजों के हमले से त्रस्त लोगों ने अंग्रेज बंदियों खासतौर पर महिला बंदियों की माँग की ताकि अपने साथियों के साथ हुए दुर्व्यवहार का बदला उन बंदियों से लिया जा सके तो रानी ने इसकी अनुमति नहीं दी  ।
",vimarsh
7,"इस तरह उन्होंने कहानी के सत्य की ही नहीं बल्कि कहानी के कहानीपन की भी समझ खो दी  ।
",vimarsh
8,"रणथम्भौर में कुएं में गिरने से भालू की मौत ,  वन विभाग के अफसरों ने मीडिया से बनाई दूरी  ।
",twitter
8,"नन्हें - नन्हें हाथों से निर्मित आकर्षक और अद्वितीय कलाकृतियों ने मन मोह लिया  ।
",twitter
8,"सांस्कृतिक वैविध्य हमारी संस्कृति का सौंदर्य है और उन वैविध्यों में आंतरिक ऐक्य इसकी अनुपम अतुल्य विशिष्टता है  ।
",twitter
8,"अनार खाएँ - त्वचा में चमक पाएँ  ।
",twitter
8,"ट्राय फॉउंडेशन द्वारा निःशुल्क दवा वितरण एवं नर्मदा सेवा  ।
",twitter
8,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter
8,"ग्रामीण युवाओं के सशक्तिकरण के लिए अब इफको लाया है   ।
",twitter
8,"कतर एयरवेज ने एयर इंडिया के अधिग्राहण से जुड़ी किसी भी बातचीत से इनकार किया  ।
",twitter
8,"जैसे सूरज की गर्मी से जलते हुए तन को मिल जाये तरुवर की छाया ऐसा ही सुख मेरे मन को मिला है मैं जबसे शरण तेरी आया , मेरे राम   ।
",twitter
8,"विवाह में विलम्ब ,  या आ रहीं हैं अड़चने ,  जानिए इसके ज्योतिषीय कारण और समाधान  ।
",twitter
8,"खेला करती जो उसके संग  ,  ऐसी न थी कोई सहेली  ।
",baal sahitya
8,"सुबह होते ही वह पारस के आँगन में गुँटर-गुँटर करने लगता  ।
",baal sahitya
8,"सिर पर भारीभरकम पगड़ी  ,  कंधे पर है गठरी  ,  और साथ में है उनके इक मोटी भूरी बकरी  ।
",baal sahitya
8,"श्रीमती जी ने धीरे से उसे एक रूपया दे दिया  ।
",baal sahitya
8,"वैसे तो मैं हर समय बहती रहती हूँ पर इन्हें जब गर्मी लगती है तो पंखा चलाकर मेरी गति बढ़ा लेते हैं  ।
",baal sahitya
8,"मैंने गली की दुकान से एक पाव रोटी और चार बिस्‍कुट लाकर उसके सामने रख दिए और दफ्तर में काम करने लगा  ।
",baal sahitya
8,"बीस पतंगें काट चुकी है बड़ी बहादुर बड़ी दबंग  ।
",baal sahitya
8,"एक तरफ मंत्री व दरबारी गण बैठे हैं सामने अन्य लोग बैठे हैं  ।
",baal sahitya
8,"नई चाह है  ,  नई राह है  ,  नई सोच  ,  हर बात नई  ।
",baal sahitya
8,"सीधे सिर की तरफ आता और हलचल करने लगता  ।
",baal sahitya
8,"चोर के खड़े होते ही किसी ने उसके मुँह पर तमाचा मारा और गालियाँ देते हुए कहा अपना पता बता वरना जान ले ली जाएगी  ।
",baal sahitya
8,"लेकिन आज अम्मी की तबियत अचानक खराब हो जाने से उसका मूड उखड़ गया था  ।
",baal sahitya
8,"पापा जी ठिठुरे जाते हैं आँफिस तो पर जाना है  ।
",baal sahitya
8,"कान खोलकर सुन लो बच्चों  ,  इसी तरह गुस्सा दिखलाते  ।
",baal sahitya
8,"जितने मुँह उतनी हैं बातें  ,  बातों में रस्ते कट जाते  ।
",baal sahitya
8,"इसमे माया में रह कर माया से टूटने का ज्ञान है  ।
",wikipedia
8,"क्योंकि इस गांव के आस-पास आम व अमरूद के अधिकतर बाग यानि पेड़ हैं ,  इसलिए इसे बाग का नगला कहा जाता है  ।
",wikipedia
8,"हिंदुओ के इस त्यौहार को पूरे ब्रिटेन भर में मनाना समुदाय के बाकी लोगों के लिए विभिन्न संस्कृतियों को समझने का अवसर लाता है  ।
",wikipedia
8,"संविधान की सातवीं अनुसूची में संसद तथा राज्‍य विधायिकाओं के बीच विधायी शक्तियों का वितरण किया गया है ।
",wikipedia
8,"इंग्लैण्ड की गौरवपूर्ण क्रांति ,  फ्रांस व अमेरिका की लोकतांत्रिक क्रांतियों ने परम्परागत राजनीतिक सिद्धान्त का विकास उदारवादी लोकतांत्रिक राजनीतिक सिद्धांत के रूप में किया । 
",wikipedia
8,"बंटवारा हुआ तो बक्शी परिवार शरणार्थी बनकर हिन्दुस्तान आ गया ।
",wikipedia
8,"कोलकाता रेस्क्यू जैक प्रेगेर द्वारा 1980 में स्थापित की गई कोलकाता ,  भारत में स्थित ब्रिटेन से दान प्राप्त करने वाली समाज-सेवी संस्था है ।
",wikipedia
