pid,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,word11,word12,word13,word14,word15,word16,word17,word18,word19,word20,word21,word22,word23,count,No. of words annotated as complex by each participant,sentence_number
ficwfteigenp3,दीनतापूर्ण,,,,,,,,,,,,,,,,,,,,,,,0,,52
ficwfteigenp3,दूरबीनों,चकती,,,,,,,,,,,,,,,,,,,,,,0,,27
ficwfteigenp3,द्विवेदीजी,सौंदर्यदृष्टि,,,,,,,,,,,,,,,,,,,,,,0,,92
ficwfteigenp3,निर्णेता,,,,,,,,,,,,,,,,,,,,,,,0,,95
ficwfteigenp3,निःशुल्क,वितरण,,,,,,,,,,,,,,,,,,,,,,0,,4
ficwfteigenp3,निहाली,तब्दील,,,,,,,,,,,,,,,,,,,,,,0,,60
ficwfteigenp3,नृत्यांगना,,,,,,,,,,,,,,,,,,,,,,,0,,32
ficwfteigenp3,परस्वावलंबन,,,,,,,,,,,,,,,,,,,,,,,0,,89
ficwfteigenp3,पर्वतों,,,,,,,,,,,,,,,,,,,,,,,0,,38
ficwfteigenp3,पहली,,,,,,,,,,,,,,,,,,,,,,,0,,18
ficwfteigenp3,प्रगतिशीलता,,,,,,,,,,,,,,,,,,,,,,,0,,99
ficwfteigenp3,प्रतीतियों,प्राकृतिक,,,,,,,,,,,,,,,,,,,,,,0,,90
ficwfteigenp3,प्रशेषनीय,,,,,,,,,,,,,,,,,,,,,,,0,,31
ficwfteigenp3,प्राचीन,क्षत्रिय,,,,,,,,,,,,,,,,,,,,,,0,,34
ficwfteigenp3,प्रायः,सक्रिय,,,,,,,,,,,,,,,,,,,,,,0,,25
ficwfteigenp3,बंदिशें,,,,,,,,,,,,,,,,,,,,,,,0,,69
ficwfteigenp3,बरामदों,,,,,,,,,,,,,,,,,,,,,,,0,,41
ficwfteigenp3,बस्ता,,,,,,,,,,,,,,,,,,,,,,,0,,21
ficwfteigenp3,भगदड़,,,,,,,,,,,,,,,,,,,,,,,0,,74
ficwfteigenp3,भाँति,,,,,,,,,,,,,,,,,,,,,,,0,,47
ficwfteigenp3,मध्यांतर,,,,,,,,,,,,,,,,,,,,,,,0,,73
ficwfteigenp3,मृदुल,,,,,,,,,,,,,,,,,,,,,,,0,,16
ficwfteigenp3,युक्तिसंगति,साक्षात्कार,,,,,,,,,,,,,,,,,,,,,,0,,88
ficwfteigenp3,योगाभ्यास,,,,,,,,,,,,,,,,,,,,,,,0,,5
ficwfteigenp3,लक्खा,,,,,,,,,,,,,,,,,,,,,,,0,,22
ficwfteigenp3,वाटरहॉलो,वायरलेस,,,,,,,,,,,,,,,,,,,,,,0,,80
ficwfteigenp3,विधायकों,आलाकमान,,,,,,,,,,,,,,,,,,,,,,0,,79
ficwfteigenp3,विपणन,स्थलों,,,,,,,,,,,,,,,,,,,,,,0,,36
ficwfteigenp3,विभाग,,,,,,,,,,,,,,,,,,,,,,,0,,0
ficwfteigenp3,विस्मित,,,,,,,,,,,,,,,,,,,,,,,0,,48
ficwfteigenp3,श्रीलंका,,,,,,,,,,,,,,,,,,,,,,,0,,83
ficwfteigenp3,सशस्त्र,,,,,,,,,,,,,,,,,,,,,,,0,,43
ficwfteigenp3,सुन्नी,लड़ाके,,,,,,,,,,,,,,,,,,,,,,0,,84
ficwfteigenp3,सूर्यमंडल,,,,,,,,,,,,,,,,,,,,,,,0,,53
ficwfteigenp3,सोटे,,,,,,,,,,,,,,,,,,,,,,,0,,49
ficwfteigenp3,स्त्री,,,,,,,,,,,,,,,,,,,,,,,0,,91
ficwfteigenp3,स्लेज,नाद्या,,,,,,,,,,,,,,,,,,,,,,0,,67
ficwfteigenp3,हराभरा,निष्फल,,,,,,,,,,,,,,,,,,,,,,0,,44
ficwfteigenp3,हावड़ा,,,,,,,,,,,,,,,,,,,,,,,0,,19
ficwfteigenp4,अज्ञेय,उपन्यास,निर्णेता,उदारता,,,,,,,,,,,,,,,,,,,,0,0,95
ficwfteigenp4,अद्वितीय,,,,,,,,,,,,,,,,,,,,,,,0,,1
ficwfteigenp4,अधिग्राहण,,,,,,,,,,,,,,,,,,,,,,,0,,7
ficwfteigenp4,अप्पी,,,,,,,,,,,,,,,,,,,,,,,0,,14
ficwfteigenp4,अफज़ल,,,,,,,,,,,,,,,,,,,,,,,0,,77
ficwfteigenp4,अभ्यर्थी,साम्या,,,,,,,,,,,,,,,,,,,,,,0,,26
ficwfteigenp4,आया,रमणीयता,बहुधा,,,,,,,,,,,,,,,,,,,,,0,,53
ficwfteigenp4,इक्की,दुक्की,,,,,,,,,,,,,,,,,,,,,,0,,11
ficwfteigenp4,इफको,,,,,,,,,,,,,,,,,,,,,,,0,,6
ficwfteigenp4,उद्गम,,,,,,,,,,,,,,,,,,,,,,,0,,29
ficwfteigenp4,उपन्यास,,,,,,,,,,,,,,,,,,,,,,,0,,98
ficwfteigenp4,ऐल,चेति,चेदि,,,,,,,,,,,,,,,,,,,,,0,,34
ficwfteigenp4,कड़बड़,,,,,,,,,,,,,,,,,,,,,,,0,,45
ficwfteigenp4,कुंड,,,,,,,,,,,,,,,,,,,,,,,0,,32
ficwfteigenp4,कोने-खुतरे,तीवर,,,,,,,,,,,,,,,,,,,,,,0,,41
ficwfteigenp4,खड़गसिंह,,,,,,,,,,,,,,,,,,,,,,,0,,66
ficwfteigenp4,ग्रह,,,,,,,,,,,,,,,,,,,,,,,0,,10
ficwfteigenp4,चकती,,,,,,,,,,,,,,,,,,,,,,,0,,27
ficwfteigenp4,झुग्गी,,,,,,,,,,,,,,,,,,,,,,,0,,55
ficwfteigenp4,तीर्थंकरी,स्यादवाद,,,,,,,,,,,,,,,,,,,,,,0,,86
ficwfteigenp4,दीनतापूर्ण,,,,,,,,,,,,,,,,,,,,,,,0,,52
ficwfteigenp4,देहाध्यास,,,,,,,,,,,,,,,,,,,,,,,0,,93
ficwfteigenp4,नाद्या,,,,,,,,,,,,,,,,,,,,,,,0,,67
ficwfteigenp4,निहाली,कलई,अटा,कोस,,,,,,,,,,,,,,,,,,,,0,,60
ficwfteigenp4,नेवता,,,,,,,,,,,,,,,,,,,,,,,0,,46
ficwfteigenp4,परस्वावलंबन,अज्ञेय,,,,,,,,,,,,,,,,,,,,,,0,,89
ficwfteigenp4,परीक्षागुरु,मौलिक,उपन्यास,,,,,,,,,,,,,,,,,,,,,0,,97
ficwfteigenp4,प्रतीतियों,बेबूझ,छविबद्ध,,,,,,,,,,,,,,,,,,,,,0,,90
ficwfteigenp4,प्रशेषनीय,अर्जित,,,,,,,,,,,,,,,,,,,,,,0,,31
ficwfteigenp4,प्रायः,,,,,,,,,,,,,,,,,,,,,,,0,,25
ficwfteigenp4,बंदिशें,,,,,,,,,,,,,,,,,,,,,,,0,,69
ficwfteigenp4,भाट,,,,,,,,,,,,,,,,,,,,,,,0,,50
ficwfteigenp4,मरूस्थलसा,चेष्टा,,,,,,,,,,,,,,,,,,,,,,0,,44
ficwfteigenp4,मीर,खैर,,,,,,,,,,,,,,,,,,,,,,0,,54
ficwfteigenp4,मृदुल,,,,,,,,,,,,,,,,,,,,,,,0,,16
ficwfteigenp4,युक्तिसंगति,,,,,,,,,,,,,,,,,,,,,,,0,,88
ficwfteigenp4,रणथम्भौर,,,,,,,,,,,,,,,,,,,,,,,0,,0
ficwfteigenp4,रस्तर,विज्ञप्ति,उत्कीर्ण,प्राय:,अभिलेख,,,,,,,,,,,,,,,,,,,0,,33
ficwfteigenp4,लक्खा,,,,,,,,,,,,,,,,,,,,,,,0,,22
ficwfteigenp4,वाटरहॉलो,,,,,,,,,,,,,,,,,,,,,,,0,,80
ficwfteigenp4,विपणन,,,,,,,,,,,,,,,,,,,,,,,0,,36
ficwfteigenp4,विलासमात्र,सौंदर्यदृष्टि,परिचायक,,,,,,,,,,,,,,,,,,,,,0,,92
ficwfteigenp4,विस्मित,,,,,,,,,,,,,,,,,,,,,,,0,,48
ficwfteigenp4,वैविध्य,वैविध्यों,ऐक्य,,,,,,,,,,,,,,,,,,,,,0,,2
ficwfteigenp4,शिया,हज़ारा,,,,,,,,,,,,,,,,,,,,,,0,,76
ficwfteigenp4,श्रेष्ठ,है,,,,,,,,,,,,,,,,,,,,,,0,,13
ficwfteigenp4,सके,,,,,,,,,,,,,,,,,,,,,,,0,,94
ficwfteigenp4,साधनाएं,सम्पुट,,,,,,,,,,,,,,,,,,,,,,0,,5
ficwfteigenp4,सुन्नी,लड़ाके,शिया,,,,,,,,,,,,,,,,,,,,,0,,84
ficwfteigenp4,सूक्तियों,कल्याणकारी,,,,,,,,,,,,,,,,,,,,,,0,,28
ficwfteigenp4,हाँक,सोटे,,,,,,,,,,,,,,,,,,,,,,0,,49
ficwfteigenp4,हावड़ा,,,,,,,,,,,,,,,,,,,,,,,0,,19
ficwfteigenp5,अद्धा,,,,,,,,,,,,,,,,,,,,,,,0,0,24
ficwfteigenp5,अद्वितीय,,,,,,,,,,,,,,,,,,,,,,,0,,1
ficwfteigenp5,अधिग्राहण,,,,,,,,,,,,,,,,,,,,,,,0,,7
ficwfteigenp5,अभ्यर्थी,विधिक,,,,,,,,,,,,,,,,,,,,,,0,,26
ficwfteigenp5,आड़ू,,,,,,,,,,,,,,,,,,,,,,,0,,81
ficwfteigenp5,आलाकमान,,,,,,,,,,,,,,,,,,,,,,,0,,79
ficwfteigenp5,इफको,,,,,,,,,,,,,,,,,,,,,,,0,,6
ficwfteigenp5,उद्गम,,,,,,,,,,,,,,,,,,,,,,,0,,29
ficwfteigenp5,उपद्रव,सशस्त्र,,,,,,,,,,,,,,,,,,,,,,0,,43
ficwfteigenp5,उपन्यास,निर्णेता,उदारता,,,,,,,,,,,,,,,,,,,,,0,,95
ficwfteigenp5,कलिंग,स्वतंत्र,चेति,चेदि,,,,,,,,,,,,,,,,,,,,0,,34
ficwfteigenp5,केंद्र,,,,,,,,,,,,,,,,,,,,,,,0,,71
ficwfteigenp5,झुग्गी,,,,,,,,,,,,,,,,,,,,,,,0,,55
ficwfteigenp5,ट्राय,,,,,,,,,,,,,,,,,,,,,,,0,,4
ficwfteigenp5,ढोती,प्रतीतियों,प्राकृतिक,बेबूझ,छविबद्ध,प्रयुक्त,,,,,,,,,,,,,,,,,,0,,90
ficwfteigenp5,तरल,तरंग,मृदुल,,,,,,,,,,,,,,,,,,,,,0,,16
ficwfteigenp5,तीवर,,,,,,,,,,,,,,,,,,,,,,,0,,41
ficwfteigenp5,दुमंजिले,तब्दील,अटा,,,,,,,,,,,,,,,,,,,,,0,,60
ficwfteigenp5,देहाध्यास,,,,,,,,,,,,,,,,,,,,,,,0,,93
ficwfteigenp5,परस्वावलंबन,अज्ञेय,,,,,,,,,,,,,,,,,,,,,,0,,89
ficwfteigenp5,प्रकार,अनीश्वरवाद,,,,,,,,,,,,,,,,,,,,,,0,,28
ficwfteigenp5,प्रगतिशीलता,,,,,,,,,,,,,,,,,,,,,,,0,,99
ficwfteigenp5,प्रधान,,,,,,,,,,,,,,,,,,,,,,,0,,45
ficwfteigenp5,प्रशेषनीय,अर्जित,,,,,,,,,,,,,,,,,,,,,,0,,31
ficwfteigenp5,बलूचिस्तान,शिया,,,,,,,,,,,,,,,,,,,,,,0,,76
ficwfteigenp5,भाट,,,,,,,,,,,,,,,,,,,,,,,0,,50
ficwfteigenp5,मरूस्थलसा,निष्फल,,,,,,,,,,,,,,,,,,,,,,0,,44
ficwfteigenp5,योगाभ्यास,सम्पुट,,,,,,,,,,,,,,,,,,,,,,0,,5
ficwfteigenp5,रणथम्भौर,,,,,,,,,,,,,,,,,,,,,,,0,,0
ficwfteigenp5,रस्तर,विज्ञप्ति,उत्कीर्ण,,,,,,,,,,,,,,,,,,,,,0,,33
ficwfteigenp5,वाटरहॉलो,मानीटरिंग,,,,,,,,,,,,,,,,,,,,,,0,,80
ficwfteigenp5,विलासमात्र,शास्‍त्र,परिचायक,,,,,,,,,,,,,,,,,,,,,0,,92
ficwfteigenp5,विस्मित,सुफेदे,,,,,,,,,,,,,,,,,,,,,,0,,48
ficwfteigenp5,वैविध्य,वैविध्यों,,,,,,,,,,,,,,,,,,,,,,0,,2
ficwfteigenp5,व्यास,चकती,,,,,,,,,,,,,,,,,,,,,,0,,27
ficwfteigenp5,सके,उपरान्त,,,,,,,,,,,,,,,,,,,,,,0,,94
ficwfteigenp5,सक्रिय,,,,,,,,,,,,,,,,,,,,,,,0,,25
ficwfteigenp5,सुन्नी,,,,,,,,,,,,,,,,,,,,,,,0,,84
ficwfteigenp5,सूर्यमंडल,रमणीयता,,,,,,,,,,,,,,,,,,,,,,0,,53
ficwfteigenp5,सैलानियों,विपणन,,,,,,,,,,,,,,,,,,,,,,0,,36
ficwfteigenp5,सोटे,,,,,,,,,,,,,,,,,,,,,,,0,,49
ficwfteigenp5,स्यादवाद,,,,,,,,,,,,,,,,,,,,,,,0,,86
ficwfteigenp5,स्लेज,नाद्या,,,,,,,,,,,,,,,,,,,,,,0,,67
ficwfteigenp5,हिसार,,,,,,,,,,,,,,,,,,,,,,,0,,30
focwurteigenp1,अध्‍ययन,प्रयोग,,,,,,,,,,,,,,,,,,,,,,0,0,19
focwurteigenp1,आलोचनात्मक,परिमलप्रकोष्ठ,,,,,,,,,,,,,,,,,,,,,,0,,91
focwurteigenp1,इंद्रधनुष,,,,,,,,,,,,,,,,,,,,,,,0,,58
focwurteigenp1,उपमहाद्वीप,आकाशगंगा,,,,,,,,,,,,,,,,,,,,,,0,,26
focwurteigenp1,क्षेत्र,सौराष्ट्र,महाराष्ट्र,सीमावर्ती,,,,,,,,,,,,,,,,,,,,0,,34
focwurteigenp1,खिंचते,,,,,,,,,,,,,,,,,,,,,,,0,,14
focwurteigenp1,गुजरात,राजस्थानी,मारवाड़ी,घनिष्ठतया,संबद्ध,,,,,,,,,,,,,,,,,,,0,,35
focwurteigenp1,ग्रीटिंग,,,,,,,,,,,,,,,,,,,,,,,0,,21
focwurteigenp1,चित्रों,स्त्रियों,चित्र,,,,,,,,,,,,,,,,,,,,,0,,30
focwurteigenp1,त्रासदी,,,,,,,,,,,,,,,,,,,,,,,0,,66
focwurteigenp1,दुष्ट,शांतिप्रिय,,,,,,,,,,,,,,,,,,,,,,0,,41
focwurteigenp1,ध्रुव,दक्षिणी,ध्रुव,गाढ़ा,,,,,,,,,,,,,,,,,,,,0,,28
focwurteigenp1,निष्कपट,व्यवहार,,,,,,,,,,,,,,,,,,,,,,0,,48
focwurteigenp1,नुचवाऊंगा,,,,,,,,,,,,,,,,,,,,,,,0,,49
focwurteigenp1,नृत्य,धार्मिक,संघर्ष,,,,,,,,,,,,,,,,,,,,,0,,25
focwurteigenp1,पद्मावत,तसव्वुफ,,,,,,,,,,,,,,,,,,,,,,0,,92
focwurteigenp1,पूर्वांचल,सोनभद्र,जाति,निवास,,,,,,,,,,,,,,,,,,,,0,,39
focwurteigenp1,प्रतिबंध,,,,,,,,,,,,,,,,,,,,,,,0,,78
focwurteigenp1,प्रभावित,प्रतिपादन,प्रभावित,,,,,,,,,,,,,,,,,,,,,0,,63
focwurteigenp1,प्रभावों,प्रयोग,प्राचीन,,,,,,,,,,,,,,,,,,,,,0,,90
focwurteigenp1,प्रभुत्व,वज्रप्रहार,,,,,,,,,,,,,,,,,,,,,,0,,40
focwurteigenp1,प्रमाणित,,,,,,,,,,,,,,,,,,,,,,,0,,50
focwurteigenp1,प्रमुख,कोविन्द,,,,,,,,,,,,,,,,,,,,,,0,,32
focwurteigenp1,प्रशांत,,,,,,,,,,,,,,,,,,,,,,,0,,80
focwurteigenp1,प्रियंवद,श्री,परंपरा,,,,,,,,,,,,,,,,,,,,,0,,94
focwurteigenp1,प्रेयसी,,,,,,,,,,,,,,,,,,,,,,,0,,64
focwurteigenp1,बैठाकर,,,,,,,,,,,,,,,,,,,,,,,0,,17
focwurteigenp1,भट्टजी,दरिद्रता,फ्रीट्रेड,,,,,,,,,,,,,,,,,,,,,0,,87
focwurteigenp1,भविष्य,,,,,,,,,,,,,,,,,,,,,,,0,,27
focwurteigenp1,महत्त्वपूर्ण,,,,,,,,,,,,,,,,,,,,,,,0,,52
focwurteigenp1,रिव्यू:,भट्ट,,,,,,,,,,,,,,,,,,,,,,0,,71
focwurteigenp1,वैंपायर,अंतर्गत,,,,,,,,,,,,,,,,,,,,,,0,,37
focwurteigenp1,वैंपायर,अंतर्गत,,,,,,,,,,,,,,,,,,,,,,0,,37
focwurteigenp1,व्यंजन,महत्वपूर्ण,,,,,,,,,,,,,,,,,,,,,,0,,29
focwurteigenp1,शाखाओं,पताकाओं,,,,,,,,,,,,,,,,,,,,,,0,,33
focwurteigenp1,शास्‍त्रीय,लोकनृत्‍य,,,,,,,,,,,,,,,,,,,,,,0,,38
focwurteigenp1,सन्नाटे,,,,,,,,,,,,,,,,,,,,,,,0,,22
focwurteigenp1,संस्मरण,यात्रावृत्त,रेखचित्र,आत्मचरित,,,,,,,,,,,,,,,,,,,,0,,98
focwurteigenp1,सानिआ,इंतजाम,,,,,,,,,,,,,,,,,,,,,,0,,16
focwurteigenp1,स्वयं,,,,,,,,,,,,,,,,,,,,,,,0,,15
focwurteigenp2,अद्वितीय,,,,,,,,,,,,,,,,,,,,,,,0,0,1
focwurteigenp2,इंद्रधनुष,,,,,,,,,,,,,,,,,,,,,,,0,,58
focwurteigenp2,घनिष्ठतया,,,,,,,,,,,,,,,,,,,,,,,0,,35
focwurteigenp2,ज्योतिषीय,,,,,,,,,,,,,,,,,,,,,,,0,,9
focwurteigenp2,तसव्वुफ,,,,,,,,,,,,,,,,,,,,,,,0,,92
focwurteigenp2,नुचवाऊंगा,,,,,,,,,,,,,,,,,,,,,,,0,,49
focwurteigenp2,ने,,,,,,,,,,,,,,,,,,,,,,,0,,13
focwurteigenp2,परिमलप्रकोष्ठ,,,,,,,,,,,,,,,,,,,,,,,0,,91
focwurteigenp2,फ़लस्तीनी,,,,,,,,,,,,,,,,,,,,,,,0,,77
focwurteigenp2,फॉउंडेशन,,,,,,,,,,,,,,,,,,,,,,,0,,4
focwurteigenp2,यात्रावृत्त,,,,,,,,,,,,,,,,,,,,,,,0,,98
focwurteigenp2,रणथम्भौर,,,,,,,,,,,,,,,,,,,,,,,0,,0
focwurteigenp2,वज्रप्रहार,,,,,,,,,,,,,,,,,,,,,,,0,,40
focwurteigenp2,शैड्यूल,,,,,,,,,,,,,,,,,,,,,,,0,,70
focwurteigenp2,सशक्तिकरण,,,,,,,,,,,,,,,,,,,,,,,0,,6
focwurteigenp2,सौराष्ट्र,,,,,,,,,,,,,,,,,,,,,,,0,,34
focwurteigenp3,अग्रगामी,यथार्थवाद,सरणियों,परिमलप्रकोष्ठ,,,,,,,,,,,,,,,,,,,,0,0,91
focwurteigenp3,अदायगी,,,,,,,,,,,,,,,,,,,,,,,0,,93
focwurteigenp3,अद्वितीय,,,,,,,,,,,,,,,,,,,,,,,0,,1
focwurteigenp3,अधिग्राहण,,,,,,,,,,,,,,,,,,,,,,,0,,7
focwurteigenp3,अपभ्रंश,संबद्ध,,,,,,,,,,,,,,,,,,,,,,0,,35
focwurteigenp3,अवमानना,,,,,,,,,,,,,,,,,,,,,,,0,,72
focwurteigenp3,आकाशगंगा,,,,,,,,,,,,,,,,,,,,,,,0,,26
focwurteigenp3,आत्मालोचना,,,,,,,,,,,,,,,,,,,,,,,0,,60
focwurteigenp3,आदि,,,,,,,,,,,,,,,,,,,,,,,0,,89
focwurteigenp3,आयातित,,,,,,,,,,,,,,,,,,,,,,,0,,95
focwurteigenp3,इफको,,,,,,,,,,,,,,,,,,,,,,,0,,6
focwurteigenp3,कार्तिकेयन,,,,,,,,,,,,,,,,,,,,,,,0,,76
focwurteigenp3,कुमारन,आशान,समकालीन,कलेवर,संगति,,,,,,,,,,,,,,,,,,,0,,90
focwurteigenp3,गूढ़,प्रतिपादन,,,,,,,,,,,,,,,,,,,,,,0,,63
focwurteigenp3,तरुवर,,,,,,,,,,,,,,,,,,,,,,,0,,8
focwurteigenp3,ताल,,,,,,,,,,,,,,,,,,,,,,,0,,22
focwurteigenp3,दमन,अवचेतन,,,,,,,,,,,,,,,,,,,,,,0,,73
focwurteigenp3,ध्रुव,उजला,ध्रुव,,,,,,,,,,,,,,,,,,,,,0,,28
focwurteigenp3,नर्मदा,,,,,,,,,,,,,,,,,,,,,,,0,,4
focwurteigenp3,नाम-धाम,विवरणादि,नजीरें,प्रमाणित,,,,,,,,,,,,,,,,,,,,0,,50
focwurteigenp3,पद्मावत,तसव्वुफ,,,,,,,,,,,,,,,,,,,,,,0,,92
focwurteigenp3,पाती,,,,,,,,,,,,,,,,,,,,,,,0,,10
focwurteigenp3,पूर्वांचल,सोनभद्र,जनपद,सुदूर,घसिया,,,,,,,,,,,,,,,,,,,0,,39
focwurteigenp3,प्रभुत्व,वज्रप्रहार,,,,,,,,,,,,,,,,,,,,,,0,,40
focwurteigenp3,प्रियंवद,तरल,काव्यात्मक,सुदीर्घ,,,,,,,,,,,,,,,,,,,,0,,94
focwurteigenp3,प्रेम,,,,,,,,,,,,,,,,,,,,,,,0,,25
focwurteigenp3,प्रेयसी,,,,,,,,,,,,,,,,,,,,,,,0,,64
focwurteigenp3,फ़लस्तीनी,,,,,,,,,,,,,,,,,,,,,,,0,,77
focwurteigenp3,फ्रीट्रेड,,,,,,,,,,,,,,,,,,,,,,,0,,87
focwurteigenp3,मैपल्स,निरे,,,,,,,,,,,,,,,,,,,,,,0,,58
focwurteigenp3,वस्तुतः,,,,,,,,,,,,,,,,,,,,,,,0,,86
focwurteigenp3,वैविध्य,वैविध्यों,ऐक्य,,,,,,,,,,,,,,,,,,,,,0,,2
focwurteigenp3,शिक्षा,मात्र,,,,,,,,,,,,,,,,,,,,,,0,,82
focwurteigenp3,सघन,,,,,,,,,,,,,,,,,,,,,,,0,,36
focwurteigenp3,सम्पुट,,,,,,,,,,,,,,,,,,,,,,,0,,5
focwurteigenp3,संसाधन,,,,,,,,,,,,,,,,,,,,,,,0,,83
focwurteigenp3,संस्मरण,यात्रावृत्त,रेखचित्र,रिपोर्ताज,आत्मचरित,,,,,,,,,,,,,,,,,,,0,,98
focwurteigenp3,सानिआ,,,,,,,,,,,,,,,,,,,,,,,0,,16
focwurteigenp3,सापेक्ष,,,,,,,,,,,,,,,,,,,,,,,0,,27
focwurteigenp3,स्पैस्टिक,,,,,,,,,,,,,,,,,,,,,,,0,,62
focwurteigenp3,हरि,,,,,,,,,,,,,,,,,,,,,,,0,,54
focwurteigenp4,अद्वितीय,,,,,,,,,,,,,,,,,,,,,,,0,0,1
focwurteigenp4,अधिग्राहण,,,,,,,,,,,,,,,,,,,,,,,0,,7
focwurteigenp4,अपभ्रंश,घनिष्ठतया,,,,,,,,,,,,,,,,,,,,,,0,,35
focwurteigenp4,अभिनय,,,,,,,,,,,,,,,,,,,,,,,0,,25
focwurteigenp4,अवमानना,,,,,,,,,,,,,,,,,,,,,,,0,,72
focwurteigenp4,आत्मालोचना,,,,,,,,,,,,,,,,,,,,,,,0,,60
focwurteigenp4,आयातित,,,,,,,,,,,,,,,,,,,,,,,0,,95
focwurteigenp4,आशय,परंपरागत,शैलियों,नवीनता,पुट,अपितु,,,,,,,,,,,,,,,,,,0,,90
focwurteigenp4,उपमहाद्वीप,,,,,,,,,,,,,,,,,,,,,,,0,,26
focwurteigenp4,कार्तिकेयन,,,,,,,,,,,,,,,,,,,,,,,0,,76
focwurteigenp4,कौओं,,,,,,,,,,,,,,,,,,,,,,,0,,49
focwurteigenp4,गूढ़,,,,,,,,,,,,,,,,,,,,,,,0,,63
focwurteigenp4,गूँथती,,,,,,,,,,,,,,,,,,,,,,,0,,47
focwurteigenp4,जुझारू,अग्रगामी,वादनिकायों,यथार्थवाद,आलोचनात्मक,सरणियों,परिमलप्रकोष्ठ,,,,,,,,,,,,,,,,,0,,91
focwurteigenp4,झालर,तिरते,,,,,,,,,,,,,,,,,,,,,,0,,58
focwurteigenp4,तर्क,दरिद्रता,,,,,,,,,,,,,,,,,,,,,,0,,87
focwurteigenp4,तसव्वुफ,,,,,,,,,,,,,,,,,,,,,,,0,,92
focwurteigenp4,दमन,अवचेतन,,,,,,,,,,,,,,,,,,,,,,0,,73
focwurteigenp4,ध्रुव,ध्रुव,,,,,,,,,,,,,,,,,,,,,,0,,28
focwurteigenp4,निःशुल्क,वितरण,,,,,,,,,,,,,,,,,,,,,,0,,4
focwurteigenp4,निष्कपट,,,,,,,,,,,,,,,,,,,,,,,0,,48
focwurteigenp4,पताकाओं,,,,,,,,,,,,,,,,,,,,,,,0,,33
focwurteigenp4,प्रभुत्व,वज्रप्रहार,,,,,,,,,,,,,,,,,,,,,,0,,40
focwurteigenp4,प्रयोग,,,,,,,,,,,,,,,,,,,,,,,0,,19
focwurteigenp4,प्रेयसी,,,,,,,,,,,,,,,,,,,,,,,0,,64
focwurteigenp4,मात्र,,,,,,,,,,,,,,,,,,,,,,,0,,82
focwurteigenp4,लोभ,,,,,,,,,,,,,,,,,,,,,,,0,,53
focwurteigenp4,वस्तुतः,कटु,बाजारवाद,वर्चस्व,,,,,,,,,,,,,,,,,,,,0,,86
focwurteigenp4,विवरणादि,नजीरें,,,,,,,,,,,,,,,,,,,,,,0,,50
focwurteigenp4,व्यक्तिगत,त्रासदी,,,,,,,,,,,,,,,,,,,,,,0,,66
focwurteigenp4,सघन,,,,,,,,,,,,,,,,,,,,,,,0,,36
focwurteigenp4,संवेदना,सुदीर्घ,,,,,,,,,,,,,,,,,,,,,,0,,94
focwurteigenp4,सशक्तिकरण,,,,,,,,,,,,,,,,,,,,,,,0,,6
focwurteigenp4,संस्मरण,यात्रावृत्त,,,,,,,,,,,,,,,,,,,,,,0,,98
focwurteigenp4,सापेक्ष,,,,,,,,,,,,,,,,,,,,,,,0,,27
focwurteigenp4,स्पैस्टिक,,,,,,,,,,,,,,,,,,,,,,,0,,62
focwurteigenp4,स्वार्थवश,,,,,,,,,,,,,,,,,,,,,,,0,,51
focwurteigenp5,अदायगी,,,,,,,,,,,,,,,,,,,,,,,0,0,93
focwurteigenp5,अधिग्राहण,,,,,,,,,,,,,,,,,,,,,,,0,,7
focwurteigenp5,अभिनय,,,,,,,,,,,,,,,,,,,,,,,0,,25
focwurteigenp5,अवचेतन,,,,,,,,,,,,,,,,,,,,,,,0,,73
focwurteigenp5,अवमानना,,,,,,,,,,,,,,,,,,,,,,,0,,72
focwurteigenp5,आत्मालोचना,,,,,,,,,,,,,,,,,,,,,,,0,,60
focwurteigenp5,आयातित,चिंतकों,,,,,,,,,,,,,,,,,,,,,,0,,95
focwurteigenp5,उपमहाद्वीप,आकाशगंगा,,,,,,,,,,,,,,,,,,,,,,0,,26
focwurteigenp5,कार्तिकेयन,,,,,,,,,,,,,,,,,,,,,,,0,,76
focwurteigenp5,काव्यात्मक,,,,,,,,,,,,,,,,,,,,,,,0,,94
focwurteigenp5,घनिष्ठतया,,,,,,,,,,,,,,,,,,,,,,,0,,35
focwurteigenp5,चपत,,,,,,,,,,,,,,,,,,,,,,,0,,14
focwurteigenp5,जेनर,,,,,,,,,,,,,,,,,,,,,,,0,,19
focwurteigenp5,तसव्वुफ,,,,,,,,,,,,,,,,,,,,,,,0,,92
focwurteigenp5,दामोदार,दास,,,,,,,,,,,,,,,,,,,,,,0,,82
focwurteigenp5,दुर्गति,,,,,,,,,,,,,,,,,,,,,,,0,,57
focwurteigenp5,ध्रुव,,,,,,,,,,,,,,,,,,,,,,,0,,28
focwurteigenp5,नर्मदा,,,,,,,,,,,,,,,,,,,,,,,0,,4
focwurteigenp5,निवेशक,,,,,,,,,,,,,,,,,,,,,,,0,,79
focwurteigenp5,निष्कपट,,,,,,,,,,,,,,,,,,,,,,,0,,48
focwurteigenp5,नुचवाऊंगा,,,,,,,,,,,,,,,,,,,,,,,0,,49
